,0,1,2,3,4,5,6
0,495.22194026634844,769.7338682758968,782.2274067785222,671.2245901222068,948.3762875733813,775.9442480734147,785.0453580679668
1,139.9413049703167,210.72101631382338,200.36730946996573,163.85420123434795,161.01192051646564,195.2323028088554,173.28628991559066
2,86.10260308370982,143.28078918179963,146.550576195513,132.84242639942494,142.97612964339964,118.29129007480353,122.79456637805919
3,61.215815540653665,85.9353587090497,85.86152151551877,81.04826888071536,92.24349996459408,86.0187163625798,88.87568466127198
4,75.25300111051374,97.90188323529921,86.86004283257421,95.23397008060292,102.49164782649306,96.50757517504569,90.39178357664686
5,60.98548368255207,98.50404044366233,99.55373859169777,71.28710012103915,92.5378204970821,83.07798280302048,79.92118419215494
6,87.09405076132013,72.73791700076497,90.39966866531222,77.42308527842415,71.2238465122289,81.99617882531064,75.34392517009768
7,64.6492538834469,75.06365581306072,77.25253144788456,68.88374877313353,68.97870143869254,72.0546912980276,67.77985780264302
8,34.37488824088104,52.373656659793724,57.086667301779904,51.07910848106957,54.28587920832368,47.403869021102196,47.19585561937477
9,60.36136199829146,69.07291576027157,73.78248718831281,57.963813659244266,79.71299246296036,58.19313004269242,54.13215013283327
10,49.0056175025325,63.30340968940001,71.88565188249015,58.58889728815658,72.54873656803466,64.26933063100014,56.645135191866935
11,58.69827120588732,76.32212903845416,66.82577421353535,65.74627750428336,74.27800800038672,58.31871725043914,54.42144290303328
12,59.16580980461403,72.62227276103374,61.91349592151475,60.06528422351144,65.79859609302783,53.7849571973496,50.17175837593801
13,51.370401243070326,61.05242802325191,67.36546138407653,58.21295841414312,54.45621620980719,36.15864237108734,42.794447306867475
14,47.232500566426424,56.24718438565132,53.528554921273454,67.75415898988996,54.771691304435265,49.939017279549745,46.41044281521387
15,52.61683848940792,55.15917981758086,55.96746419860153,49.913570549164476,47.10532408403238,40.75969983195731,45.82040965723169
16,40.655033503447015,50.73465947301878,50.90654453201148,44.61603734062756,50.28545632400687,48.87400712563236,44.85035467443083
17,37.545743666454165,48.424626872397546,45.44908321612767,40.92838229132704,45.01790674363867,50.04172170557614,40.665307556521775
18,46.36667219497106,48.00875815877282,49.08024665222424,46.88267172825596,48.88302563436517,53.41854499212382,43.085387131701296
19,40.4878986050688,52.656040419786294,53.893952477444984,48.70816354224203,48.48053387443184,41.31363318097187,42.750051247691474
20,544.2474225597208,868.9010582094303,875.6265835770218,769.6135044063701,1124.4096338887143,869.89029035466,860.325058954659
21,355.3330705468004,342.9118741297018,312.3523320812628,346.7362226414391,402.9134042599303,342.80202059943747,372.2126163893347
22,248.08242902700343,317.3515195644628,338.9738762694501,302.15964553458144,363.858044848086,338.02163994014785,303.9579125695937
23,155.13331759916906,233.57483900407024,220.86895948276458,228.9742828015826,243.68544694155747,232.04875707870443,233.12157739221817
24,162.36706953193877,262.637033824081,216.66533110716153,254.29127057314292,240.08071560706372,288.9636757634752,254.60702018228653
25,128.85718219962044,223.19292183216004,177.80486310266792,161.60930298753755,198.06625239341577,195.84643619352002,191.9202797010089
26,158.39384464220268,150.53738697670767,172.6366595603334,177.27092346301632,167.07182114721755,171.92224854079274,175.67765918560008
